item_id,track_id,track_name,artist_names,danceability,energy,valence,acousticness,tempo,cluster_5f
0,000xQL6tZNLJzIrtIgxqSl,still got time feat partynextdoor,zayn partynextdoor,0.7161676646706588,0.6257237386269645,0.5178947368421053,0.1317841673388129,0.4488842133265617,0
1,003eoIwxETJujVWmNFMoZy,growing pains,alessia cara,0.2431137724550898,0.7580645161290323,0.4263157894736842,0.0826892280179949,0.8732519543648996,1
2,003vvx7Niy0yvhvHt4a68B,mr brightside,the killers,0.2419161676646707,0.9193548387096776,0.2147368421052631,0.0012097375345308,0.6125490480595408,1
3,00B7TZ0Xawar6NZ00JFomN,best life feat chance the rapper,cardi b chance the rapper,0.5628742514970061,0.6236559139784946,0.6663157894736842,0.2887270061512639,0.7327311531508656,0
4,00Blm7zeNqgYLPtW6zg8cj,one right now with the weeknd,post malone the weeknd,0.6431137724550899,0.7849462365591399,0.6905263157894737,0.0363106070612386,0.3040889001747289,0
5,00EPIEnX1JFjff8sC6bccd,no me acuerdo,thalia natti natasha,0.821556886227545,0.8035566583953682,0.7789473684210526,0.1881226222971286,0.2860658166010677,0
6,00ETaeHUQ6lops3oWU1Wrt,hot stuff,kygo donna summer,0.635928143712575,0.7766749379652605,0.4178947368421052,0.0191072574221814,0.4428261355872768,1
7,00ZKeP47bZtswtANkvxz2j,baile do bruxo,tropa do bruxo dj ws da igrejinha smu triz mc menor thalis,0.6994011976047905,0.2131927212572374,0.5157894736842106,0.8943653969531581,0.700161427819999,2
8,00gpGR84M27moP7AFuqHIx,bounce out with that,ybn nahmir,0.8467065868263474,0.5564516129032259,0.4736842105263158,0.0428498920117573,0.2916039395643262,1
9,00imgaPlYRrMGn9o83hfmk,loose change,brent faiyaz,0.5077844311377245,0.3589743589743589,0.4294736842105263,0.7575434349115341,0.2313012775167927,2
10,00ko9WaS4jOX1kEk3gvHjf,hot shower,chance the rapper madeintyo dababy,0.8970059880239521,0.5037220843672457,0.5968421052631578,0.0015719133164057,0.6244475480504719,0
11,00lNx0OcTJrS3MKHcB80HY,you dont know me feat raye,jax jones raye,0.8694610778443116,0.6691480562448305,0.6842105263157895,0.1639775701721362,0.4672881940035914,0
12,00rxTS5TKv3oXpDA6nWfBi,maria mariah,kza produes wonda,0.5964071856287426,0.880066170388751,0.7831578947368422,0.1951649291669181,0.5035399246670174,0
13,00syWkRGIVQvYsg2OwfBUw,east side of sorrow,zach bryan,0.3089820359281438,0.6050454921422663,0.1442105263157894,0.2374187703856549,0.5889878415226211,1
14,017PF4Q3l4DBUiWoXk4OWT,break my heart,dua lipa,0.6946107784431138,0.7311827956989247,0.4578947368421052,0.1680017455263016,0.4008065345014177,1
15,01DOm09B2AbiTARAbXVI6g,chopstix feat travis scott,schoolboy q travis scott,0.9676646706586828,0.597808105872622,0.6052631578947368,0.0393287385768626,0.4910247341277758,0
16,01K4zKU104LyJ8gMb7227B,nothing new feat phoebe bridgers taylors version from the vault,taylor swift phoebe bridgers,0.5461077844311378,0.3672456575682382,0.4357894736842105,0.8219302405781806,0.333992345782018,2
17,01Qb6dN5suQNu87VJ1mIpf,did it again,lil tecca,0.6574850299401198,0.5719602977667494,0.2126315789473684,0.2193099812919106,0.6169868016130691,1
18,01TnVDiet1DFTsyWKUKovl,numb,xxxtentacion,0.3161676646706587,0.4075682382133994,0.1726315789473684,0.100596808344031,0.6843572210231017,1
19,01dmH2IPkrLNWIMPNXlreE,paradise,bts,0.4419161676646708,0.8335401157981803,0.9442105263157896,0.2152858059377451,0.5604326507415403,0
20,01hEpx8jnOG4q7nDK14Rhi,malibu,sangiovanni,0.6982035928143714,0.7384201819685691,0.6705263157894737,0.0281616519690536,0.611726793995127,0
21,01k24g94i1JvkFLQmVEdCd,if youre over me,olly alexander years  years,0.5952095808383234,0.8593879239040529,0.6168421052631579,0.0618641205601889,0.3453950749399936,0
22,01ppKlDRCmPpusO3yNrSRY,telefono nuevo,bad bunny luar la l,0.5616766467065869,0.6174524400330852,0.38,0.4094522667762261,0.4778384391683142,1
23,01qFKNWq73UfEslI0GvumE,3d feat jack harlow,jung kook jack harlow,0.8419161676646708,0.8294044665012407,0.9010526315789472,0.0323870360909273,0.3707761231930059,0
24,01uk7IzZyFNfQTDBXxx6NB,one last song,sam smith,0.6251497005988026,0.5254342431761787,0.4768421052631578,0.3692105132345721,0.3422511623407637,1
25,01vR5Z7AHinp9D2wu2BNQS,up in smoke,rin,0.7676646706586828,0.6629445822994211,0.2968421052631579,0.2364127265471135,0.1860712579882587,1
26,01vv2AjxgP4uUyb8waYO5Y,morph,twenty one pilots,0.6994011976047905,0.6050454921422663,0.511578947368421,0.0751438992289348,0.2618214136723921,1
27,01z2fBGB8Hl3Jd3zXe4IXR,come back to earth,mac miller,0.1461077844311377,0.2235318444995864,0.091578947368421,0.8953714407916994,0.2224257704097365,2
28,020wG4EHTwBy5h2rbpxqvK,supreme  lego,marracash thasup sfera ebbasta,0.6059880239520959,0.6608767576509512,0.5021052631578947,0.0690070318138325,0.5697616067811775,1
29,021lWIHJrURZrmvYQ1xcM8,all bad feat lil uzi vert,future lil uzi vert,0.9353293413173654,0.6670802315963607,0.668421052631579,0.0144794557648912,0.5763094093676502,0
30,0247StOpd3AkeBQzANX4Zf,do they know its christmas  1984 version,band aid,0.5377245508982037,0.641232423490488,0.3336842105263157,0.1649836140106775,0.4153229463297843,1
31,02FaKXXL7KUtRc7K0k54tL,cozy little christmas,katy perry,0.747305389221557,0.6060794044665012,0.5557894736842106,0.1287660358231888,0.5488304040532288,0
32,02LZ1fGJE8fB56yTlCVMEV,switch,iggy azalea anitta,0.9149700598802396,0.6226220016542597,0.3305263157894736,0.0034934570480196,0.3824630136820657,1
33,02MWAaffLxlfxAUY7c5dvx,heat waves,glass animals,0.7317365269461079,0.5202646815550042,0.5252631578947369,0.4426517134480908,0.206482505940181,2
34,02RCbjb9czvQKNGBmEmWob,woah,lil baby,0.8778443113772457,0.5967741935483871,0.4010526315789473,0.0177994004320777,0.5819744980320316,1
35,02VBYrHfVwfEWXk5DXyf0T,leave the door open,bruno mars anderson paak silk sonic,0.5221556886227545,0.6143507030603805,0.7231578947368421,0.1830924031044219,0.6128815772767671,0
36,02WacdrRpm4zlP8H7X6bnQ,dancing on my own,calum scott,0.5485029940119761,0.1573614557485525,0.1694736842105263,0.8561357310885866,0.3957520903995792,2
37,02itaCXOdC54J0ISjqqFAp,all around the world la la la,r3hab a touch of class,0.6982035928143714,0.8655913978494624,0.5136842105263159,0.4818874231512035,0.4729774666110435,0
38,02jLfqc9gMo8PkHEGHY3OT,si te la encuentras por ah,feid,0.710179640718563,0.5729942100909843,0.4452631578947368,0.1519050441096399,0.7571206597379669,1
39,02kDW379Yfd5PzW5A6vuGt,lemonade feat nav,internet money gunna don toliver nav,0.7772455089820361,0.6598428453267163,0.4621052631578947,0.257539647156482,0.564223483817919,0
40,02wk5BttM0QL38ERjLPQJB,cool with you,newjeans,0.7209580838323354,0.6495037220843674,0.5263157894736843,0.6569390510573989,0.5337093936480872,2
41,0314PeD1sQNonfVWix3B2K,energy feat beam,beyonc beam,0.9017964071856288,0.5140612076095947,0.5842105263157894,0.2826907431200158,0.4127775863215617,0
42,033if6Adj8fwBYsQzHOfQ8,100k cash,capital bra samra,0.6598802395209581,0.7156741108354011,0.6021052631578947,0.2907390938283466,0.243000259977388,0
43,03B2SfXuvDh1m9F4tqrX07,skin,sabrina carpenter,0.4874251497005989,0.4499586435070306,0.311578947368421,0.4305791873855946,0.3579223574507705,2
44,03LfOYi0icz4souspZVVhq,nicky jam bzrp music sessions vol 41,bizarrap nicky jam,0.5712574850299402,0.8552522746071133,0.8273684210526315,0.0918442269487212,0.2611200793233332,0
45,03NqHNdG3Ur6kciQWK6e8V,oh na na,camila cabello myke towers tainy,0.7113772455089822,0.8686931348221671,0.6905263157894737,0.0719245589456024,0.4129589658945943,0
46,03T4ttRCiLXST6MZjeMwmR,orphans,coldplay,0.4227544910179641,0.8128618693134823,0.263157894736842,0.0259483555242626,0.3703468582034957,1
47,03eJ2DclFWXYU8GWgANdmZ,bad vibes forever feat pnb rock  trippie redd,xxxtentacion pnb rock trippie redd,0.7784431137724552,0.521298593879239,0.751578947368421,0.3360110665627075,0.5027599925029775,0
48,03fs6oV5JAlbytRYf3371S,everything i love,morgan wallen,0.5005988023952096,0.8469809760132341,0.6694736842105263,0.0051634898199983,0.3462233749901752,0
49,03hqMhmCZiNKMSPmVabPLP,groupie love feat aap rocky,lana del rey aap rocky,0.2502994011976048,0.597808105872622,0.171578947368421,0.1136753782450686,0.78099625753481,1
50,03iCbZaM4OkRR4We6wIzvx,idol,bts nicki minaj,0.6694610778443114,0.8635235732009926,0.4357894736842105,0.0021956604963013,0.4795675910978905,1
51,03mMSLEJCPoGJwQhHpN5y0,treat people with kindness,harry styles,0.6023952095808385,0.8759305210918115,0.7,0.1287660358231888,0.4552566823257698,0
52,03rwnftfgpYVO6QDWOZcG6,drew a picasso,drake,0.6670658682634731,0.3227874276261373,0.1168421052631578,0.3772588639429029,0.4910912399712211,2
53,03vyB3AHCuEGfhh7wPc7Yf,when youre ready,shawn mendes,0.407185628742515,0.466501240694789,0.6010526315789474,0.7967791446146469,0.7546418055731898,2
54,03wOsqNRdFZAgwo708sjw2,say yes to heaven,lana del rey,0.4155688622754492,0.3486352357320099,0.1547368421052631,0.7535192595573688,0.3216706267873445,2
55,03x2rVJRFUrvwlfxoHd9Mo,just you and i,tom walker,0.4994011976047904,0.6970636889991728,0.5389473684210526,0.4587484148647525,0.2741431326670657,2
56,03y045SZqaC94yfXl1cU4E,petrouchka feat plk,soso maness plk,0.5676646706586828,0.8066583953680728,0.8273684210526315,0.0600532416508145,0.5270285793747242,0
57,042Sl6Mn83JHyLEqdK7uI0,your power,billie eilish,0.5772455089820361,0.271091811414392,0.1852631578947368,0.9376252820104364,0.5013573238048596,2
58,042x9bsUBWW2fJgJ6fUh61,not going home feat gia koka,dvbbs cmc gia koka,0.6742514970059881,0.7353184449958644,0.4947368421052631,0.0938563146258039,0.3765077177008325,1
59,044qU7kwVZaDwzWnRsmVVL,i dare you,the xx,0.7209580838323354,0.5388751033912325,0.263157894736842,0.6267577359011584,0.4793438896244839,2
60,045ZeOHPIzhxxsm8bq5kyE,out of the woods taylors version,taylor swift,0.4754491017964073,0.8924731182795699,0.1684210526315789,0.0005075189352289,0.273725959649091,1
61,04CqLjewJiSAqM210vZAmT,river,miley cyrus,0.554491017964072,0.8076923076923078,0.4515789473684211,0.0005205975051299,0.4913633093307698,1
62,04CttTezSnv71USiiG9mIo,lighthouse  andrelli remix,hearts  colors andrelli,0.532934131736527,0.6619106699751862,0.4052631578947367,0.0179000048159318,0.2982787078519217,1
63,04CyMEHliadfQWMUJb1w99,burn, kanye west ty dolla ign,0.5389221556886228,0.8924731182795699,0.7410526315789473,0.015787312754995,0.3523902804732797,0
64,04DwTuZ2VBdJCCC5TROn7L,in the name of love,martin garrix bebe rexha,0.407185628742515,0.4789081885856078,0.1726315789473684,0.0595502197315438,0.5270346253604921,1
65,04MLEeAMuV9IlHEsD8vF6A,no stylist feat drake,french montana drake,0.7365269461077846,0.7053349875930521,0.4905263157894737,0.0216223670185348,0.6066360739786818,1
66,04S1pkp1VaIqjg8zZqknR5,enchanted,taylor swift,0.4610778443113773,0.6164185277088503,0.2063157894736842,0.0720251633294566,0.2131633202135441,1
67,04WxWo7XeVyx22xEsrWRUb,gods country,travis scott,0.5676646706586828,0.6495037220843674,0.111578947368421,0.0230308283924927,0.6247317093815561,1
68,04ZTP5KsCypmtCmQg5tH9R,im a mess,bebe rexha,0.5748502994011977,0.694995864350703,0.1936842105263157,0.0028194076761969,0.3040344863028192,1
69,04cd1MHVq1D8v1nuTZoCdv,puntos suspensivos,piso 21,0.8059880239520959,0.7332506203473945,0.9684210526315788,0.1760500962346324,0.6366785772586292,0
70,04ndZkbKGthTgYSv3xS7en,cupido,tini,0.9137724550898206,0.5812655086848635,0.6263157894736842,0.5241412643699404,0.4422940888397149,0
71,04sN26COy28wTXYj3dMoiZ,bored,billie eilish,0.5556886227544912,0.3062448304383788,0.0842105263157894,0.9014077038229475,0.4428140436157413,2
72,053zWWZDziDJd3U94x8RuP,todo mundo menos voc,marlia mendona maiara  maraisa,0.7520958083832336,0.6401985111662531,0.423157894736842,0.7575434349115341,0.5150938034691865,2
73,059bcIhyc2SBwm6sw2AZzd,te vi,piso 21 micro tdh,0.8706586826347306,0.7808105872622002,0.7094736842105263,0.0448619796888401,0.334355104928083,0
74,05CgKydlFJALNy4JTHeMgs,framed,eminem,0.7113772455089822,0.826302729528536,0.7684210526315789,0.011360719865413,0.6001487312498865,0
75,05CwHjIk71RXVU40boRMnR,call you mine,the chainsmokers bebe rexha,0.5281437125748504,0.7032671629445822,0.4936842105263158,0.2263522881617,0.3463442947055302,1
76,05GsNucq8Bngd9fnd4fRa0,begin again taylors version,taylor swift,0.4419161676646708,0.522332506203474,0.2473684210526316,0.0754457123804972,0.1946626037642307,1
77,05KOgYg8PGeJyyWBPi5ja8,free smoke,drake,0.7017964071856289,0.4851116625310173,0.18,0.0685040098945618,0.5759466502215855,1
78,05WVKTdZhlIMX4qqMLuo0f,bellakeo,peso pluma anitta,0.6826347305389222,0.8873035566583954,0.4536842105263158,0.0565320882159197,0.8058875809406345,1
79,05WepN8vrMLJG5r8XRdLeL,intro,dababy,0.8526946107784433,0.685690653432589,0.6736842105263158,0.03439912376801,0.322287317335655,0
80,05X6aMCQR09E6smUmw9qms,thank god its christmas  nonalbum single,queen,0.1748502994011976,0.412737799834574,0.3189473684210526,0.2152858059377451,0.221929999576781,1
81,05Z7jet4VDNVgNQWcYHnrk,party feat usher  gucci mane,chris brown usher gucci mane,0.7329341317365271,0.5729942100909843,0.2989473684210526,0.0559284619127949,0.5766540305564121,1
82,05ZXXyeZFhZtA6DAP3Aw7x,loca feat cali y el dandee,maite perroni cali y el dandee,0.7197604790419163,0.8449131513647643,0.6389473684210526,0.1106572467294445,0.2920271585680687,0
83,05aZ9sAU1YXndHv0FMi9iW,demons feat fivio foreign  sosa geek,drake fivio foreign sosa geek,0.4706586826347306,0.7694375516956162,0.7336842105263157,0.4255489681928878,0.3636720899159003,0
84,05bfbizlM5AX6Mf1RRyMho,am remix,nio garcia j balvin bad bunny,0.710179640718563,0.6546732837055418,0.7926315789473685,0.1146814220836099,0.7576406145139936,0
85,05bnEv2dpFzmGVLGdjD9UP,orlando,xxxtentacion,0.502994011976048,0.0063068651778329,0.2610526315789474,0.8641840817969174,0.2308599205557469,2
86,05mAIVLkIWc2d1UBYZBCp8,1999,charli xcx troye sivan,0.7053892215568863,0.7446236559139785,0.66,0.0228296196247844,0.4673426078755011,0
87,05mDaV9Vb3wrzjF6OPZnhq,sainttropez,post malone,0.5592814371257486,0.6846567411083541,0.2768421052631579,0.0548218136903994,0.5162969546369687,1
88,05r1GGg1Rhs0RcUg27C82a,famous feat reginae carter,lil wayne reginae carter,0.5664670658682636,0.5647229114971051,0.0873684210526315,0.0303749484138446,0.6235466961710772,1
89,05rJdH2MRLJ3sQoEUO78qs,paradinha,anitta,0.6526946107784432,0.7787427626137304,0.8810526315789473,0.0117631374008296,0.8061475583286477,0
90,05t7JMip6JrLuSrMV5yYjX,envy me,calboy,0.4862275449101798,0.4747725392886683,0.5778947368421052,0.2836967869585571,0.6185466659411485,1
91,05tGmdz9dVZ4yGqz4YJdPK,la intencin,christian nodal peso pluma,0.7712574850299403,0.7404880066170388,0.8484210526315789,0.5392319219480607,0.5147491822804249,0
92,05zd5Nv0e02ZqrlC8A2cwx,united in grief,kendrick lamar,0.4538922155688624,0.8511166253101737,0.3147368421052632,0.2454671210939857,0.2352613981946685,1
93,06FCvd7rrRcF3DdvWH5Isp,lust,kendrick lamar,0.6323353293413175,0.5585194375516958,0.5621052631578947,0.1941588853283768,0.2873233816407596,0
94,06GcodDliPWAYFX2LSFLIu,vertigo,khalid,0.4035928143712576,0.4509925558312655,0.1842105263157894,0.5553286233647223,0.4188114801177758,2
95,06Gyf2pFDVmN5K8XAawG96,no cap,future young thug,0.7784431137724552,0.5181968569065344,0.3652631578947368,0.0010789518355204,0.6066481659502172,1
96,06JvOZ39sK8D8SqiqfaxDU,true love,kanye west xxxtentacion,0.6730538922155689,0.8676592224979321,0.3747368421052631,0.0183024223513484,0.2256603727954824,1
97,06Qo2fYR2KS1F7bL338iVT,closer to you feat major lazer,jung kook major lazer,0.7556886227544911,0.6546732837055418,0.4852631578947368,0.1146814220836099,0.4009274542167728,1
98,06qMRF18gwbOYYbnP2du6i,last christmas  single version,wham,0.6982035928143714,0.5957402812241522,0.9505263157894736,0.2132737182606625,0.3688897756334682,0
99,06s3QtMJVXw1AJX3UfvZG1,hasta que dios diga,anuel aa bad bunny,0.6479041916167665,0.7684036393713813,0.8663157894736842,0.4667967655730833,0.7696721261918149,0
100,06scTb0zbkxYNgpAB3J9fN,bitch,megan thee stallion,0.7089820359281438,0.7332506203473945,0.5421052631578948,0.0856067551497648,0.7696600342202795,0
101,073ILU1C3APNRGF66VhtyA,liar,camila cabello,0.7065868263473055,0.4923490488006617,0.6526315789473685,0.0169945653612446,0.3101469779140139,0
102,079Ey5uxL04AKPQgVQwx5h,baila conmigo with rauw alejandro,selena gomez rauw alejandro,0.8059880239520959,0.5399090157154673,0.6652631578947369,0.0216223670185348,0.6238550414452324,0
103,07FkzikE6FuHIa8Ma7zJGc,lie,nf,0.4347305389221557,0.6608767576509512,0.1547368421052631,0.1619654824950535,0.2906486738130218,1
104,07KXEDMj78x68D884wgVEm,high fashion feat mustard,roddy ricch mustard,0.8155688622754492,0.4933829611248966,0.5042105263157894,0.2706182170575196,0.309784218767949,0
105,07MDkzWARZaLEdKxo6yArG,meet me at our spot,the anxiety willow tyler cole,0.7461077844311379,0.4633995037220843,0.3863157894736841,0.0153848952195784,0.2918820549096427,1
106,07Oz5StQ7GRoygNLaXs2pd,good as hell feat ariana grande  remix,lizzo ariana grande,0.6203592814371259,0.8997105045492143,0.4694736842105262,0.2997934883752188,0.2975169136451853,0
107,07rmSXN6vNoquX1AsWd9pP,lalala,y2k bbno,0.8299401197604791,0.3817204301075269,0.488421052631579,0.1820863592658805,0.5033524991082172,1
108,07s9NNOT0sZQp7TyolLLgu,own it feat ed sheeran  burna boy,stormzy burna boy ed sheeran,0.7988023952095809,0.7849462365591399,0.3442105263157894,0.0084230718568723,0.346326156748227,1
109,083Qf6hn6sFL6xiOHlZUyn,ill be there,jess glynne,0.5664670658682636,0.8573200992555832,0.3873684210526316,0.0229302240086386,0.3225231107805972,1
110,086myS9r57YsLbJpU0TgK9,whyd you only call me when youre high,arctic monkeys,0.6479041916167665,0.6298593879239041,0.8084210526315789,0.0485843418914431,0.273798511478304,0
111,08EPQiLMyGB8GJX2EiVoCM,blaues licht,raf camora bonez mc,0.8011976047904192,0.8407775020678246,0.7063157894736841,0.400397872229354,0.5939395038664079,0
112,08F16baYbciTva9P4BvpiI,mafia,travis scott,0.844311377245509,0.4861455748552523,0.371578947368421,0.0779608219768505,0.3824509217105302,1
113,08LwMWf5Tcfsd752EPzFV0,i n t e r l u d e,j cole,0.7425149700598804,0.5709263854425145,0.0757894736842105,0.0620653293278972,0.315866480450305,1
114,08SB2OtZkaliju77WYEKxk,no love with sza,summer walker sza,0.6670658682634731,0.6164185277088503,0.5105263157894737,0.1710198770419257,0.5269560275455112,1
115,08WPvDEsHvTFuB9w8tC2OS,now and later,sage the gemini,0.7556886227544911,0.5667907361455748,0.8694736842105263,0.274642392411685,0.3648208272117727,0
116,08XWh5c0BMyD1nKVxxl91z,fountains with tems,drake tems,0.8299401197604791,0.4789081885856078,0.691578947368421,0.1820863592658805,0.3224626509229196,0
